epoch (ms),time (-13:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1627849819785,2021-08-01T16:30:19.785,0.000,-0.047,-0.938,0.390
1627849819795,2021-08-01T16:30:19.795,0.010,-0.041,-0.942,0.395
1627849819805,2021-08-01T16:30:19.805,0.020,-0.037,-0.944,0.394
1627849819815,2021-08-01T16:30:19.815,0.030,-0.033,-0.961,0.400
1627849819825,2021-08-01T16:30:19.825,0.040,-0.037,-0.976,0.405
1627849819835,2021-08-01T16:30:19.835,0.050,-0.039,-0.971,0.397
1627849819845,2021-08-01T16:30:19.845,0.060,-0.042,-0.955,0.394
1627849819855,2021-08-01T16:30:19.855,0.070,-0.047,-0.955,0.395
1627849819865,2021-08-01T16:30:19.865,0.080,-0.046,-0.968,0.401
1627849819875,2021-08-01T16:30:19.875,0.090,-0.048,-0.975,0.396
1627849819885,2021-08-01T16:30:19.885,0.100,-0.057,-0.973,0.395
1627849819895,2021-08-01T16:30:19.895,0.110,-0.068,-0.969,0.394
1627849819905,2021-08-01T16:30:19.905,0.120,-0.075,-0.975,0.391
1627849819915,2021-08-01T16:30:19.915,0.130,-0.073,-0.984,0.388
1627849819925,2021-08-01T16:30:19.925,0.140,-0.083,-0.999,0.394
1627849819935,2021-08-01T16:30:19.935,0.150,-0.095,-1.013,0.398
1627849819945,2021-08-01T16:30:19.945,0.160,-0.111,-1.019,0.402
1627849819955,2021-08-01T16:30:19.955,0.170,-0.117,-1.020,0.409
1627849819965,2021-08-01T16:30:19.965,0.180,-0.120,-1.029,0.417
1627849819975,2021-08-01T16:30:19.975,0.190,-0.125,-1.034,0.419
1627849819985,2021-08-01T16:30:19.985,0.200,-0.123,-1.031,0.419
1627849819995,2021-08-01T16:30:19.995,0.210,-0.120,-1.025,0.420
1627849820005,2021-08-01T16:30:20.005,0.220,-0.116,-1.011,0.420
1627849820015,2021-08-01T16:30:20.015,0.230,-0.110,-1.003,0.418
1627849820025,2021-08-01T16:30:20.025,0.240,-0.110,-0.992,0.420
1627849820035,2021-08-01T16:30:20.035,0.250,-0.108,-0.970,0.414
1627849820045,2021-08-01T16:30:20.045,0.260,-0.103,-0.946,0.408
1627849820055,2021-08-01T16:30:20.055,0.270,-0.094,-0.944,0.413
1627849820065,2021-08-01T16:30:20.065,0.280,-0.087,-0.950,0.417
1627849820075,2021-08-01T16:30:20.075,0.290,-0.095,-0.945,0.413
1627849820085,2021-08-01T16:30:20.085,0.300,-0.099,-0.921,0.408
1627849820095,2021-08-01T16:30:20.095,0.310,-0.096,-0.909,0.412
1627849820105,2021-08-01T16:30:20.105,0.320,-0.098,-0.926,0.412
1627849820115,2021-08-01T16:30:20.115,0.330,-0.089,-0.941,0.416
1627849820125,2021-08-01T16:30:20.125,0.340,-0.086,-0.947,0.411
1627849820135,2021-08-01T16:30:20.135,0.350,-0.085,-0.947,0.399
1627849820145,2021-08-01T16:30:20.145,0.360,-0.076,-0.958,0.395
1627849820155,2021-08-01T16:30:20.155,0.370,-0.079,-0.977,0.397
1627849820165,2021-08-01T16:30:20.165,0.380,-0.089,-0.971,0.393
1627849820175,2021-08-01T16:30:20.175,0.390,-0.095,-0.958,0.390
1627849820185,2021-08-01T16:30:20.185,0.400,-0.104,-0.958,0.398
1627849820195,2021-08-01T16:30:20.195,0.410,-0.103,-0.981,0.401
1627849820205,2021-08-01T16:30:20.205,0.420,-0.088,-1.004,0.408
1627849820215,2021-08-01T16:30:20.215,0.430,-0.134,-0.995,0.402
